banking_id,banked_total,banking_total,banking_date,banking_time_indicator,reconcile_status,restaurant_id,sealed_by
98,274.48,1812.839999999999,2024-04-07,EOD,Reconciled,1,Jessica Richards
99,1861.16,2496.999999999998,2024-04-08,EOD,Reconciled,1,Kristy Marsh
100,10.0,-737.5800000000016,2024-04-09,EOD,Reconciled,1,Brandy Chaney
101,10.0,-30.0300000000021,2024-04-10,EOD,Reconciled,1,Michele Booth
102,10.0,-586.0900000000017,2024-04-11,EOD,Reconciled,1,Katie Moss
103,10.0,4.909999999998064,2024-04-12,EOD,Reconciled,1,Hailey Wilson
104,57.32,340.3299999999981,2024-04-13,EOD,Reconciled,1,Latoya Tucker
105,63.86,266.839999999998,2024-04-14,EOD,Reconciled,1,Timothy Brooks
106,954.11,1366.709999999998,2024-04-15,EOD,Reconciled,1,Daniel Brooks
107,1177.1,1462.769999999998,2024-04-16,EOD,Reconciled,1,Joshua Ryan
108,1100.82,1575.819999999998,2024-04-17,EOD,Reconciled,1,Michelle Scott
109,929.64,1194.499999999998,2024-04-18,EOD,Reconciled,1,Clifford Holloway
110,201.64,333.0599999999981,2024-04-19,EOD,Reconciled,1,Albert Thompson
111,404.72,639.679999999998,2024-04-20,EOD,Reconciled,1,Jose Young
112,1508.37,1809.129999999998,2024-04-21,EOD,Reconciled,1,Lauren Baldwin
113,691.45,1386.019999999998,2024-04-22,EOD,Reconciled,1,Brian Leonard
114,1446.45,1857.689999999998,2024-04-23,EOD,Reconciled,1,Mark Gray
115,677.97,1890.269999999998,2024-04-24,EOD,Reconciled,1,Alexandra Webb
116,450.73,774.1499999999983,2024-04-25,EOD,Reconciled,1,Brittney Romero
117,485.41,1831.459999999998,2024-04-26,EOD,Reconciled,1,Erika Baxter
118,2768.87,3087.469999999998,2024-04-27,EOD,Reconciled,1,Gary Jones
119,498.12,1075.649999999998,2024-04-28,EOD,Reconciled,1,Michael Johnson
120,318.32,806.009999999998,2024-04-29,EOD,Reconciled,1,Marcus Gonzalez
121,10.0,-133.9700000000018,2024-04-30,EOD,Reconciled,1,David Evans
122,10.0,-91.88000000000139,2024-05-01,EOD,Reconciled,1,Michelle Garcia
123,22.73,36.19999999999794,2024-05-02,EOD,Reconciled,1,Ricky Smith
124,10.0,-63.44000000000207,2024-05-03,EOD,Reconciled,1,Jill Bartlett
125,10.0,-323.5200000000015,2024-05-04,EOD,Reconciled,1,Daniel Williams
126,10.0,-365.6500000000014,2024-05-05,EOD,Reconciled,1,Lonnie Fuller
127,198.49,256.4999999999986,2024-05-06,EOD,Reconciled,1,Briana Lee
128,132.44,730.1299999999978,2024-05-07,EOD,Reconciled,1,Evan Clark
129,1059.41,1309.379999999998,2024-05-08,EOD,Reconciled,1,Sonya Hobbs
130,1118.65,1124.259999999997,2024-05-09,EOD,Reconciled,1,Tiffany Peterson
131,10.0,-512.0800000000033,2024-05-10,EOD,Reconciled,1,William Harris
132,10.0,-1041.710000000004,2024-05-11,EOD,Reconciled,1,Tiffany Cantu
133,10.0,-682.2100000000033,2024-05-12,EOD,Reconciled,1,Christina Bentley
134,26.42,100.1799999999965,2024-05-13,EOD,Reconciled,1,Casey Moore
135,10.0,-196.1800000000035,2024-05-14,EOD,Reconciled,1,Alicia Hood
136,172.24,360.3799999999965,2024-05-15,EOD,Reconciled,1,Aaron Carey
137,195.87,1757.609999999997,2024-05-16,EOD,Reconciled,1,Chad Reyes
138,735.27,838.2699999999965,2024-05-17,EOD,Reconciled,1,Damon Spence
139,496.14,703.0699999999965,2024-05-18,EOD,Reconciled,1,Tammy Payne
140,1041.91,1232.039999999997,2024-05-19,EOD,Reconciled,1,Karen Bruce
141,112.05,859.6499999999969,2024-05-20,EOD,Reconciled,1,Nicole Boyd DVM
142,1226.87,2545.499999999997,2024-05-21,EOD,Reconciled,1,Vanessa Harris
143,804.63,1681.729999999997,2024-05-22,EOD,Reconciled,1,Kristin Boone
144,850.17,1934.439999999997,2024-05-23,EOD,Reconciled,1,Jeffrey Brown
145,582.83,812.3799999999976,2024-05-24,EOD,Reconciled,1,Deanna Sanchez
146,183.77,1028.219999999997,2024-05-25,EOD,Reconciled,1,Robert Aguirre DDS
147,333.88,2511.709999999997,2024-05-26,EOD,Reconciled,1,Jeanne Brady
148,66.71,3324.999999999998,2024-05-27,EOD,Reconciled,1,Cody Mcguire
149,2340.59,2661.149999999998,2024-05-28,EOD,Reconciled,1,William Parker
150,1547.6,1780.039999999997,2024-05-29,EOD,Reconciled,1,Daisy Erickson
151,104.65,596.3699999999976,2024-05-30,EOD,Reconciled,1,Kimberly Stone
152,215.62,226.9299999999977,2024-05-31,EOD,Reconciled,1,Jillian Johnson
153,10.0,-1425.120000000003,2024-06-01,EOD,Reconciled,1,Cesar Flores
154,10.0,-1210.590000000003,2024-06-02,EOD,Reconciled,1,Joshua Long
155,10.0,-554.640000000003,2024-06-03,EOD,Reconciled,1,Mary Reynolds
156,10.0,-683.7000000000031,2024-06-04,EOD,Reconciled,1,Mark Oliver
157,114.17,163.6699999999971,2024-06-05,EOD,Reconciled,1,Deanna Yang
158,1355.44,1476.989999999997,2024-06-06,EOD,Reconciled,1,April Taylor
159,442.96,1754.339999999997,2024-06-07,EOD,Reconciled,1,Alexandra Poole
160,2236.4,2666.599999999998,2024-06-08,EOD,Reconciled,1,Whitney Zhang
161,769.28,817.2699999999977,2024-06-09,EOD,Reconciled,1,James Ford
162,1417.3,2520.979999999997,2024-06-10,EOD,Reconciled,1,Alexander Obrien
163,1174.41,1438.809999999998,2024-06-11,EOD,Reconciled,1,Joseph Werner
164,435.44,1270.569999999998,2024-06-12,EOD,Reconciled,1,Christina Young
165,1413.11,1875.939999999998,2024-06-13,EOD,Reconciled,1,Michael West
166,377.37,897.589999999998,2024-06-14,EOD,Reconciled,1,Kristen Hall
167,10.0,-6.660000000002341,2024-06-15,EOD,Reconciled,1,Joshua Garcia
168,10.0,-758.2700000000018,2024-06-16,EOD,Reconciled,1,Jill Carpenter
169,10.0,-1344.780000000002,2024-06-17,EOD,Reconciled,1,James Smith MD
170,10.0,-1612.660000000003,2024-06-18,EOD,Reconciled,1,Laura Reeves
171,216.37,444.2799999999974,2024-06-19,EOD,Reconciled,1,Robin Moran
172,13.35,129.0899999999976,2024-06-20,EOD,Reconciled,1,Melissa Sanders
173,612.89,673.0499999999972,2024-06-21,EOD,Reconciled,1,Aaron Chandler
174,77.5,782.1799999999973,2024-06-22,EOD,Reconciled,1,Lisa Nelson
175,1008.18,1217.069999999998,2024-06-23,EOD,Reconciled,1,Scott Johnson
176,114.19,370.0499999999971,2024-06-24,EOD,Reconciled,1,Helen Smith
177,245.14,442.8099999999972,2024-06-25,EOD,Reconciled,1,Samuel Young
178,157.38,379.4599999999973,2024-06-26,EOD,Reconciled,1,Ms. Linda Brown
179,109.41,182.3799999999975,2024-06-27,EOD,Reconciled,1,Karen Phillips
180,1091.29,1167.769999999997,2024-06-28,EOD,Reconciled,1,Mark Osborn
181,117.5,544.5799999999974,2024-06-29,EOD,Reconciled,1,Jodi Smith
182,308.02,718.6199999999976,2024-06-30,EOD,Reconciled,1,Toni Odom
183,2010.65,2058.849999999998,2024-07-01,EOD,Reconciled,1,Felicia Nguyen
184,91.11,301.3399999999979,2024-07-02,EOD,Reconciled,1,Andrew Stevenson
185,10.0,-68.5700000000023,2024-07-03,EOD,Reconciled,1,Megan Scott
186,308.6,1564.069999999997,2024-07-04,EOD,Reconciled,1,Kayla Graham
187,275.73,1781.289999999998,2024-07-05,EOD,Reconciled,1,Bradley Jenkins
188,63.04,1546.109999999999,2024-07-06,EOD,Reconciled,1,William Newman
189,1124.85,2286.789999999999,2024-07-07,EOD,Reconciled,1,Michael Dunn
190,463.79,1627.879999999999,2024-07-08,EOD,Reconciled,1,Bryan Long
191,1413.42,1533.199999999998,2024-07-09,EOD,Reconciled,1,Timothy Bryant
192,207.82,564.6899999999985,2024-07-10,EOD,Reconciled,1,Lori Kaufman
193,160.65,1009.609999999999,2024-07-11,EOD,Reconciled,1,Kristen Wolf
194,1354.03,1382.109999999999,2024-07-12,EOD,Reconciled,1,Seth Hernandez
195,33.02,1151.189999999999,2024-07-13,EOD,Reconciled,1,Luis Mann
196,324.15,1534.23,2024-07-14,EOD,Reconciled,1,Heather Santos
197,752.67,1957.679999999999,2024-07-15,EOD,Reconciled,1,Ashley Dunn
198,1335.24,2740.79,2024-07-16,EOD,Reconciled,1,Daniel Murphy
199,1142.81,1530.69,2024-07-17,EOD,Reconciled,1,Eric Jones
200,281.64,2212.47,2024-07-18,EOD,Reconciled,1,Tiffany Lam
201,2090.23,2748.61,2024-07-19,EOD,Reconciled,1,Timothy Hernandez
202,201.87,660.5600000000004,2024-07-20,EOD,Reconciled,1,Dr. Kevin Carter
203,1421.69,2359.340000000001,2024-07-21,EOD,Reconciled,1,Alison Murillo
204,1324.07,2198.58,2024-07-22,EOD,Reconciled,1,Jaime Ruiz
205,673.98,1938.22,2024-07-23,EOD,Reconciled,1,Harry Smith
206,979.68,2979.470000000001,2024-07-24,EOD,Reconciled,1,James Walker
207,2671.37,3806.510000000001,2024-07-25,EOD,Reconciled,1,Lisa Nolan
208,615.74,833.1100000000008,2024-07-26,EOD,Reconciled,1,Sherri Riddle
209,32.18,850.7600000000003,2024-07-27,EOD,Reconciled,1,Kathleen Brown
210,1117.6,1677.26,2024-07-28,EOD,Reconciled,1,Clifford Watson
211,444.75,749.080000000001,2024-07-29,EOD,Reconciled,1,David Davis
212,221.78,314.9400000000008,2024-07-30,EOD,Reconciled,1,Jamie Ramirez
213,107.3,1514.410000000001,2024-07-31,EOD,Reconciled,1,Colin Dudley
214,3355.62,3377.14,2024-08-01,EOD,Reconciled,1,Nicholas Solomon
215,1297.6,1754.750000000001,2024-08-02,EOD,Reconciled,1,Lisa Taylor
216,173.05,1633.330000000001,2024-08-03,EOD,Reconciled,1,Shawna Coleman
217,439.07,991.2100000000004,2024-08-04,EOD,Reconciled,1,Kathryn Morse
218,635.42,889.3400000000001,2024-08-05,EOD,Reconciled,1,David Sandoval
219,805.31,959.2499999999997,2024-08-06,EOD,Reconciled,1,Eric Hart
220,1140.19,1689.819999999999,2024-08-07,EOD,Reconciled,1,Bill Hamilton
221,565.23,1556.279999999999,2024-08-08,EOD,Reconciled,1,Debra Arnold
222,72.2,1066.709999999999,2024-08-09,EOD,Reconciled,1,Jason Rich
223,563.22,747.4899999999996,2024-08-10,EOD,Reconciled,1,Brandon Roth
224,57.59,97.26999999999921,2024-08-11,EOD,Reconciled,1,Brooke Harper
225,12.32,42.70999999999957,2024-08-12,EOD,Reconciled,1,Ashley Smith
226,101.63,140.5999999999993,2024-08-13,EOD,Reconciled,1,Kevin Love
227,1065.52,1091.069999999999,2024-08-14,EOD,Reconciled,1,Amy White
228,81.22,292.7199999999995,2024-08-15,EOD,Reconciled,1,Ronnie Smith
229,904.35,1794.25,2024-08-16,EOD,Reconciled,1,Lisa Owen
230,185.55,1490.33,2024-08-17,EOD,Reconciled,1,Kathryn Lawrence
231,481.23,1472.54,2024-08-18,EOD,Reconciled,1,Andrea Tucker
232,184.51,667.4399999999999,2024-08-19,EOD,Reconciled,1,Michael Bryant
233,613.08,2116.63,2024-08-20,EOD,Reconciled,1,Shannon Diaz
234,261.96,2334.76,2024-08-21,EOD,Reconciled,1,John Torres
235,34.56,1643.189999999999,2024-08-22,EOD,Reconciled,1,Lisa Nguyen
236,101.35,959.739999999999,2024-08-23,EOD,Reconciled,1,Melissa Dougherty MD
237,40.89,2012.009999999999,2024-08-24,EOD,Reconciled,1,Shane Chavez
238,290.77,1249.709999999998,2024-08-25,EOD,Reconciled,1,Jennifer Nelson
239,160.54,985.7199999999979,2024-08-26,EOD,Reconciled,1,Chad Bishop
240,406.03,502.6099999999984,2024-08-27,EOD,Reconciled,1,Wendy Hernandez
241,1286.5,1466.649999999999,2024-08-28,EOD,Reconciled,1,Javier Wilson
242,972.64,1512.419999999999,2024-08-29,EOD,Reconciled,1,Gavin Kaiser
243,347.42,1027.169999999999,2024-08-30,EOD,Reconciled,1,Lisa Frederick
244,1135.01,1774.139999999999,2024-08-31,EOD,Reconciled,1,John Tanner
245,787.85,1267.89,2024-09-01,EOD,Reconciled,1,Jennifer Collins
246,10.0,-550.8000000000003,2024-09-02,EOD,Reconciled,1,Brian Mack
247,10.0,-1210.99,2024-09-03,EOD,Reconciled,1,Cody Wilson
248,10.0,-214.4200000000002,2024-09-04,EOD,Reconciled,1,Amanda Mccoy
249,537.61,976.2600000000001,2024-09-05,EOD,Reconciled,1,Amanda Bowers
250,324.27,948.41,2024-09-06,EOD,Reconciled,1,Robert Griffin
251,343.98,527.1000000000003,2024-09-07,EOD,Reconciled,1,Laura Griffith
252,10.0,-531.3199999999997,2024-09-08,EOD,Reconciled,1,Selena Burns
253,407.38,651.1500000000003,2024-09-09,EOD,Reconciled,1,Kevin Matthews
254,194.65,991.1500000000002,2024-09-10,EOD,Reconciled,1,Danielle Dougherty
255,229.61,473.0600000000001,2024-09-11,EOD,Reconciled,1,Jeremy Poole
256,710.85,1686.93,2024-09-12,EOD,Reconciled,1,Scott Hernandez
257,71.4,1100.809999999999,2024-09-13,EOD,Reconciled,1,Stephen Miller
258,550.36,1606.739999999999,2024-09-14,EOD,Reconciled,1,Jackson Cook
259,477.65,1968.869999999998,2024-09-15,EOD,Reconciled,1,Shelly Salazar
260,2037.96,2204.769999999998,2024-09-16,EOD,Reconciled,1,Raymond Decker DVM
261,207.28,262.3699999999981,2024-09-17,EOD,Reconciled,1,Aaron Oconnor
262,176.16,1411.049999999998,2024-09-18,EOD,Reconciled,1,Christine Stewart
263,1272.02,2668.889999999998,2024-09-19,EOD,Reconciled,1,Patrick Walker
264,600.34,1139.229999999997,2024-09-20,EOD,Reconciled,1,Katelyn Moran
265,241.32,1038.669999999997,2024-09-21,EOD,Reconciled,1,Michael Hernandez
266,185.71,1022.539999999997,2024-09-22,EOD,Reconciled,1,Brian Miller
267,1441.79,2693.249999999997,2024-09-23,EOD,Reconciled,1,David Martinez
268,29.13,211.0599999999966,2024-09-24,EOD,Reconciled,1,James Cantu
269,793.67,1238.319999999997,2024-09-25,EOD,Reconciled,1,Misty Miranda
270,64.47,646.3799999999964,2024-09-26,EOD,Reconciled,1,Marcia Rogers
271,253.25,517.6999999999964,2024-09-27,EOD,Reconciled,1,Jeffery Morales
272,427.48,613.9499999999965,2024-09-28,EOD,Reconciled,1,Daniel Reed
273,10.0,-490.2300000000034,2024-09-29,EOD,Reconciled,1,Michael Young
274,87.14,388.4899999999964,2024-09-30,EOD,Reconciled,1,Cory Wilkins
275,10.0,-430.4000000000037,2024-10-01,EOD,Reconciled,1,Makayla Stone
276,51.58,154.9399999999965,2024-10-02,EOD,Reconciled,1,Daniel Johnson
277,10.0,-34.63000000000358,2024-10-03,EOD,Reconciled,1,Lauren Barnes
278,10.0,-81.6500000000043,2024-10-04,EOD,Reconciled,1,Sarah Sosa
279,10.0,2.589999999995541,2024-10-05,EOD,Reconciled,1,Elizabeth Smith
280,486.98,749.5699999999955,2024-10-06,EOD,Reconciled,1,Miguel Young Jr.
281,45.59,252.4599999999952,2024-10-07,EOD,Reconciled,1,Reginald Freeman
282,444.71,692.7499999999952,2024-10-08,EOD,Reconciled,1,Pamela Suarez
283,232.98,291.7099999999953,2024-10-09,EOD,Reconciled,1,Lynn Sosa
284,1071.64,1632.369999999996,2024-10-10,EOD,Reconciled,1,Lawrence Kane
285,1357.81,1493.099999999995,2024-10-11,EOD,Reconciled,1,Joe Sanford
286,315.89,395.0699999999958,2024-10-12,EOD,Reconciled,1,Rachel Charles
287,745.15,893.6899999999961,2024-10-13,EOD,Reconciled,1,Kimberly Montgomery
288,287.81,315.1699999999956,2024-10-14,EOD,Reconciled,1,Nicholas Ramirez
289,428.14,861.1599999999956,2024-10-15,EOD,Reconciled,1,Amy Mullins
290,289.71,1296.549999999996,2024-10-16,EOD,Reconciled,1,Sarah Murphy
291,22.16,2501.629999999996,2024-10-17,EOD,Reconciled,1,Paul Archer DDS
292,927.49,1935.939999999996,2024-10-18,EOD,Reconciled,1,John Moss
293,61.65,1570.979999999997,2024-10-19,EOD,Reconciled,1,Michael Robertson
294,368.3,1419.879999999996,2024-10-20,EOD,Reconciled,1,Charlene Lloyd
295,1238.79,1609.679999999996,2024-10-21,EOD,Reconciled,1,Amy Johnson
296,1515.26,1752.979999999996,2024-10-22,EOD,Reconciled,1,Kelly Jimenez
297,1134.39,1953.979999999997,2024-10-23,EOD,Reconciled,1,Caleb Roy
298,1469.45,2136.939999999997,2024-10-24,EOD,Reconciled,1,Mrs. Angie Ramos
299,557.37,1813.079999999997,2024-10-25,EOD,Reconciled,1,Sabrina Lawson
300,224.45,875.8899999999963,2024-10-26,EOD,Reconciled,1,Justin Gonzalez
301,166.73,395.7699999999965,2024-10-27,EOD,Reconciled,1,Scott Wilkins
302,566.34,722.1499999999962,2024-10-28,EOD,Reconciled,1,Matthew Hall
303,247.09,1602.779999999997,2024-10-29,EOD,Reconciled,1,Megan Harris
304,325.25,2067.289999999997,2024-10-30,EOD,Reconciled,1,Teresa Clark
305,131.51,3268.999999999997,2024-10-31,EOD,Reconciled,1,Jean Calderon
306,2228.43,2796.389999999998,2024-11-01,EOD,Reconciled,1,Francis Figueroa
307,445.85,550.3299999999977,2024-11-02,EOD,Reconciled,1,Elizabeth Mccormick
308,918.28,1296.849999999998,2024-11-03,EOD,Reconciled,1,Christopher Thompson
309,360.36,1401.939999999998,2024-11-04,EOD,Reconciled,1,Christina George
310,924.1,1966.039999999998,2024-11-05,EOD,Reconciled,1,Kayla Morrison
311,213.91,285.9999999999982,2024-11-06,EOD,Reconciled,1,Tonya Castro
312,89.01,257.6199999999985,2024-11-07,EOD,Reconciled,1,Nancy Graves
313,94.75,404.1399999999986,2024-11-08,EOD,Reconciled,1,Veronica Russo
314,10.0,-125.0200000000014,2024-11-09,EOD,Reconciled,1,Donna Figueroa
315,10.0,-116.2500000000014,2024-11-10,EOD,Reconciled,1,Ashley Bailey
316,10.0,-522.9500000000012,2024-11-11,EOD,Reconciled,1,John Glover
317,399.74,1202.269999999999,2024-11-12,EOD,Reconciled,1,Eric Brock
318,320.35,1216.049999999999,2024-11-13,EOD,Reconciled,1,Daniel Downs
319,1606.52,2106.709999999999,2024-11-14,EOD,Reconciled,1,Joshua Wade
320,386.76,1079.449999999999,2024-11-15,EOD,Reconciled,1,Shannon Cooper
321,406.35,518.089999999999,2024-11-16,EOD,Reconciled,1,Daniel Gomez
322,390.8,1166.979999999999,2024-11-17,EOD,Reconciled,1,Jessica Ball
323,139.49,904.209999999999,2024-11-18,EOD,Reconciled,1,Jonathan Hammond
324,204.8,360.169999999999,2024-11-19,EOD,Reconciled,1,David Cook
325,47.9,51.40999999999849,2024-11-20,EOD,Reconciled,1,Kurt Vasquez
326,1750.8,1933.839999999998,2024-11-21,EOD,Reconciled,1,Michael Smith
327,857.33,975.2199999999978,2024-11-22,EOD,Reconciled,1,Devin Lester
328,81.52,105.2699999999976,2024-11-23,EOD,Reconciled,1,Christopher Jefferson
329,1207.96,1252.919999999998,2024-11-24,EOD,Reconciled,1,Henry Johnson
330,10.0,-250.1100000000022,2024-11-25,EOD,Reconciled,1,Justin Perry
331,831.97,1191.479999999998,2024-11-26,EOD,Reconciled,1,Brandon Macdonald
332,666.87,947.0399999999983,2024-11-27,EOD,Reconciled,1,Kevin Lopez
333,437.56,506.1099999999983,2024-11-28,EOD,Reconciled,1,Travis Zamora
334,10.0,-84.61000000000121,2024-11-29,EOD,Reconciled,1,Anthony Gonzalez
335,189.55,392.2699999999991,2024-11-30,EOD,Reconciled,1,Daniel Guerra
336,1723.28,2520.969999999999,2024-12-01,EOD,Reconciled,1,Christian Lewis
